Date,City,BHK_Apartment,Building_Name,Prop_ID,Bedroom_Num,Bathroom_Num,Ownership_Type,Property_Type,Facing,Furnished,Property_Age,Area_SQFT,Price_per_SQFT,Sum of Price_SQFT,Sum of Total_Price
2018-01-23 00:00:00,Mumbai,3 BHK Flat,DP Star,Q70720742,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2019-04-12 00:00:00,Mumbai,3 BHK Flat,lower level,B70433816,3,3,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-02-17 00:00:00,Mumbai,3 BHK Flat,Neighbourhood CHS,X69893414,3,3,Leasehold,Residential Apartment,South,Furnished,0-1 Year Old Property,600,,500,300000
2018-06-18 00:00:00,Kolkata,3 BHK Flat,Sahanagar CHS,A69172596,3,3,Freehold,Residential Land,South-East,Unfurnished,Under Construction,600,,500,300000
2019-08-23 00:00:00,Mumbai,3 BHK Flat,"samudra Darshan Building, B Wing",C70409846,3,3,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-06-25 00:00:00,Mumbai,3 BHK Flat,Shapoorji Sarova,M70115622,3,3,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,600,,500,300000
2018-01-25 00:00:00,Kolkata,3 BHK Flat,society New Town,H71393282,3,3,Leasehold,Residential Land,North-East,Furnished,0-1 Year Old Property,600,,500,300000
2019-07-25 00:00:00,Mumbai,4 BHK Flat,Bandra Breeze Apartment,Z70046258,4,3,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-04-14 00:00:00,Kolkata,4 BHK Flat,Chittaranjan Colony,P70341516,4,3,Leasehold,Residential Land,North,Semifurnished,1-5 Year Old Property,600,,500,300000
2018-05-10 00:00:00,Mumbai,4 BHK Flat,Dosti Maitri Gardens,V41919339,4,3,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-04-23 00:00:00,Kolkata,4 BHK Flat,Dumdum Flat,E67735194,4,3,Leasehold,Residential Land,North,Furnished,1-5 Year Old Property,600,,500,300000
2019-05-14 00:00:00,Mumbai,4 BHK Flat,Gokarna Society Andheri East,U70230558,4,3,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-02-16 00:00:00,Kolkata,4 BHK Flat,New Life,C65749034,4,3,Leasehold,Residential Land,North,Semifurnished,10+ Year Old Property,600,,500,300000
2017-06-05 00:00:00,Mumbai,4 BHK Flat,Owners Court,Y66737846,4,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2019-06-06 00:00:00,Mumbai,4 BHK Flat,vaishnav sadanLower Parel,V70355720,4,3,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2019-04-20 00:00:00,Mumbai,5 BHK Flat,Blossom CHSL,W70739716,5,3,Leasehold,Independent House/Villa,West,Furnished,0-1 Year Old Property,600,,500,300000
2018-07-20 00:00:00,Mumbai,5 BHK Flat,Mount View CHS,D70568330,5,3,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,600,,500,300000
2019-08-20 00:00:00,Mumbai,5 BHK Flat,Puraniks Aarambh,U70721340,5,3,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,600,,500,300000
2018-05-09 00:00:00,Mumbai,5 BHK Flat,Saibaba Complex,I70248292,5,3,Co-operative Society,Residential Apartment,East,Semifurnished,0-1 Year Old Property,600,,500,300000
2019-03-14 00:00:00,Mumbai,3 BHK Flat,Evershine City,V70349470,3,4,Leasehold,Residential Apartment,South-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-05-22 00:00:00,Mumbai,3 BHK Flat,Gurukul chs,X47108785,3,4,Co-operative Society,Residential Apartment,North,Unfurnished,0-1 Year Old Property,600,,500,300000
2018-05-16 00:00:00,Mumbai,3 BHK Flat,Hiranandani The Walk Obelia,Y70085160,3,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,600,,500,300000
2019-04-17 00:00:00,Mumbai,3 BHK Flat,Link garden Towers,D70118036,3,4,Leasehold,Residential Apartment,North-East,Unfurnished,0-1 Year Old Property,600,,500,300000
2018-07-20 00:00:00,Mumbai,3 BHK Flat,neel siddhi usarli khurd,F70075512,3,4,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,600,,500,300000
2017-05-18 00:00:00,Kolkata,3 BHK Flat,New Life,Y70664382,3,4,Leasehold,Residential Land,South-East,Semifurnished,1-5 Year Old Property,600,,500,300000
2017-07-06 00:00:00,Kolkata,3 BHK Flat,Niva Park -II,D44989555,3,4,Freehold,Residential Land,North,Unfurnished,10+ Year Old Property,600,,500,300000
2017-09-28 00:00:00,Kolkata,3 BHK Flat,"Siddhi Data Villa, New booking",O70702538,3,4,Freehold,Residential Land,South-West,Unfurnished,1-5 Year Old Property,600,,500,300000
2019-08-15 00:00:00,Mumbai,3 BHK Flat,swastik,Z70849470,3,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2018-07-11 00:00:00,Kolkata,3 BHK Flat,Udyan Apartment,Y70577832,3,4,Freehold,Residential Land,North-West,Unfurnished,1-5 Year Old Property,600,,500,300000
2019-04-19 00:00:00,Mumbai,3 BHK Flat,Yellamma Tulsi Residency,K65854598,3,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-05-16 00:00:00,Mumbai,4 BHK Flat,CHS Yashraj Park,A70913184,4,4,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-09-25 00:00:00,Mumbai,4 BHK Flat,co-operative society,C70579602,4,4,Leasehold,Residential Apartment,South-West,Furnished,0-1 Year Old Property,600,,500,300000
2018-07-27 00:00:00,Mumbai,4 BHK Flat,Hiranandani Flora CHS,X70217060,4,4,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-11-21 00:00:00,Mumbai,4 BHK Flat,Mahavir Platinum,O68850332,4,4,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-12-11 00:00:00,Kolkata,4 BHK Flat,SB Sananda Greens,E71226936,4,4,Freehold,Residential Land,North-East,Unfurnished,1-5 Year Old Property,600,,500,300000
2019-04-25 00:00:00,Mumbai,4 BHK Flat,Veena Nagar Society,B70913562,4,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2017-12-29 00:00:00,Kolkata,5 BHK Flat,130b jodhpur park,W70681436,5,4,Leasehold,Residential Land,South,Semifurnished,10+ Year Old Property,600,,500,300000
2018-02-07 00:00:00,Mumbai,5 BHK Flat,Hiranandani The Walk Obelia,K70085652,5,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-04-27 00:00:00,Mumbai,5 BHK Flat,Hubtown Greenwood,P68889250,5,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-10-11 00:00:00,Kolkata,5 BHK Flat,New Life,O69992670,5,4,Leasehold,Residential Land,South-West,Semifurnished,1-5 Year Old Property,600,,500,300000
2018-04-12 00:00:00,Kolkata,5 BHK Flat,New Life,V69991270,5,4,Leasehold,Residential Land,North,Semifurnished,10+ Year Old Property,600,,500,300000
2019-08-22 00:00:00,Mumbai,5 BHK Flat,One Square,U69757640,5,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2017-07-27 00:00:00,Mumbai,5 BHK Flat,Sukhakarta Society Parel,Q69861108,5,4,Co-operative Society,Residential Apartment,North,Unfurnished,0-1 Year Old Property,600,,500,300000
2019-02-12 00:00:00,Mumbai,5 BHK Flat,tarangni chs,T70915178,5,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2019-08-17 00:00:00,Mumbai,3 BHK Flat,Black Diamond CHS,J20544171,3,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2017-07-11 00:00:00,Mumbai,3 BHK Flat,Ekya Darshan CHS.,P69892572,3,5,Co-operative Society,Residential Apartment,West,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-05-13 00:00:00,Mumbai,3 BHK Flat,Kanungo Shreepati Complex,O70286946,3,5,Co-operative Society,Residential Apartment,South-West,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-11-21 00:00:00,Mumbai,3 BHK Flat,Lok Puram,W68492618,3,5,Co-operative Society,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,600,,500,300000
2018-03-01 00:00:00,Mumbai,3 BHK Flat,Malinee Apartment,F69282198,3,5,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,600,,500,300000
2017-12-26 00:00:00,Kolkata,3 BHK Flat,New Life,V70572274,3,5,Leasehold,Residential Land,North,Furnished,1-5 Year Old Property,600,,500,300000
2018-02-23 00:00:00,Kolkata,3 BHK Flat,New Life,M70868794,3,5,Leasehold,Residential Land,North-East,Unfurnished,5-10 Year Old Property,600,,500,300000
2018-05-04 00:00:00,Kolkata,3 BHK Flat,New Life,O64367472,3,5,Freehold,Residential Land,North,Furnished,10+ Year Old Property,600,,500,300000
2019-08-14 00:00:00,Mumbai,3 BHK Flat,Om Gopal Krishna CHS,O68771810,3,5,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,600,,500,300000
2019-06-21 00:00:00,Mumbai,3 BHK Flat,sarvodaya ghatkopar West,O70451028,3,5,Leasehold,Residential Apartment,North-West,Semifurnished,0-1 Year Old Property,600,,500,300000
2019-05-13 00:00:00,Mumbai,3 BHK Flat,Swapna Ghar Chs,N60938976,3,5,Co-operative Society,Residential Apartment,North,Semifurnished,0-1 Year Old Property,600,,500,300000
2019-08-17 00:00:00,Mumbai,4 BHK Flat,Churchgate Mansion,I70038378,4,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2019-01-16 00:00:00,Mumbai,4 BHK Flat,GOOD SOCIETY,J44144705,4,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,600,,500,300000
2018-05-18 00:00:00,Mumbai,4 BHK Flat,Hrushikesh Apartment,G70254320,4,5,Leasehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,600,,500,300000
2017-08-10 00:00:00,Mumbai,4 BHK Flat,Kanakia Zen World,R70817158,4,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,600,,500,300000
2019-01-03 00:00:00,Mumbai,4 BHK Flat,Nestaway-324126,P70306766,4,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,600,,500,300000
2018-03-13 00:00:00,Kolkata,4 BHK Flat,New Life,S69767874,4,5,Leasehold,Residential Land,North,Semifurnished,5-10 Year Old Property,600,,500,300000
2022-03-05 00:00:00,Hyderabad,4 BHK Flat,On reqiest,J70484476,4,5,Leasehold,Residential Apartment,East,Furnished,1-5 Year Old Property,600,,500,300000
2018-05-03 00:00:00,Kolkata,4 BHK Flat,Pubali Society,Z69043732,4,5,Leasehold,Residential Land,East,Unfurnished,5-10 Year Old Property,600,,500,300000
2018-06-14 00:00:00,Kolkata,4 BHK Flat,sankalpa Bhawan,Q71388138,4,5,Freehold,Residential Land,North-West,Unfurnished,1-5 Year Old Property,600,,500,300000
2017-11-22 00:00:00,Kolkata,5 BHK Flat,Baishnabghata Patuli Township,H32555747,5,5,Leasehold,Residential Land,North-East,Furnished,5-10 Year Old Property,600,,500,300000
2017-11-13 00:00:00,Kolkata,5 BHK Flat,garia ganguly bagan,A68343560,5,5,Freehold,Residential Land,South-East,Unfurnished,10+ Year Old Property,600,,500,300000
2018-06-15 00:00:00,Mumbai,5 BHK Flat,Ideal Pristine Tower,H70721852,5,5,Leasehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,600,,500,300000
2019-05-10 00:00:00,Mumbai,5 BHK Flat,Mohite Marvel,H70692022,5,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,600,,500,300000
2017-09-08 00:00:00,Kolkata,5 BHK Flat,New Life,G70464746,5,5,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,600,,500,300000
2017-04-25 00:00:00,Mumbai,5 BHK Flat,Pragati Home,H58996540,5,5,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,600,,500,300000
2019-08-22 00:00:00,Mumbai,1 BHK Flat,WMI Ashford Regal,U68593596,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,601,,500,300500
2019-08-24 00:00:00,Mumbai,3 BHK Flat,WMI Ashford Regal,I68521144,3,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,601,,500,300500
2017-06-16 00:00:00,Mumbai,4 BHK Flat,Adeshwar 72 Parksyde,V70583066,4,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,601,,500,300500
2017-08-10 00:00:00,Kolkata,5 BHK Flat,"Pushpak Apartrment, Barrackpore",L71431732,5,3,Freehold,Residential Land,South-West,Unfurnished,10+ Year Old Property,601,,500,300500
2019-02-09 00:00:00,Mumbai,3 BHK Flat,Nemi Bhavan,V69428560,3,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,601,,500,300500
2018-07-03 00:00:00,Mumbai,3 BHK Flat,V Laxmi Queens Park,W69998716,3,5,Freehold,Residential Apartment,North-East,Unfurnished,0-1 Year Old Property,601,,500,300500
2018-02-06 00:00:00,Kolkata,2 BHK Flat,Ganesh Apartment(New Booking),R70897138,2,1,Freehold,Residential Land,North-West,Unfurnished,0-1 Year Old Property,602,,500,301000
2019-03-28 00:00:00,Mumbai,2 BHK Flat,Sunteck West World,A68941350,2,1,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,602,,500,301000
2017-10-06 00:00:00,Mumbai,4 BHK Flat,One Square,E69893178,4,4,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,602,,500,301000
2018-06-13 00:00:00,Kolkata,1 BHK Flat,Diamond Navya,S71322866,1,1,Freehold,Residential Land,North,Furnished,Under Construction,603,,500,301500
2018-08-22 00:00:00,Kolkata,1 BHK Flat,Navya,F71330572,1,1,Freehold,Residential Land,North,Furnished,Under Construction,603,,500,301500
2018-08-19 00:00:00,Kolkata,2 BHK Flat,Navya,A71331004,2,1,Freehold,Residential Land,North,Furnished,Under Construction,603,,500,301500
2018-08-29 00:00:00,Gurgaon,3 BHK Flat,Zara Rossa,F69764252,3,2,Freehold,Residential Apartment,North-East,Unfurnished,0-1 Year Old Property,603,6965,6965,4199895
2018-01-18 00:00:00,Kolkata,4 BHK Flat,Diamond Navya,D71314176,4,2,Freehold,Residential Land,North,Furnished,Under Construction,603,,500,301500
2018-01-29 00:00:00,Kolkata,5 BHK Flat,Navya,Y71290508,5,2,Freehold,Residential Land,North,Furnished,Under Construction,603,,500,301500
2017-08-24 00:00:00,Kolkata,5 BHK Flat,Diamond Navya,Y71322888,5,4,Freehold,Residential Land,North,Furnished,Under Construction,603,,500,301500
2019-03-09 00:00:00,Mumbai,5 BHK Flat,DDSR Heights,D70505144,5,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,603,,500,301500
2018-08-07 00:00:00,Mumbai,2 BHK Flat,dosti Hero,P70416488,2,1,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,604,,500,302000
2017-12-12 00:00:00,Mumbai,1 BHK Flat,Rajal Residency,J70661558,1,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,605,,500,302500
2018-06-27 00:00:00,Mumbai,1 BHK Flat,The Highlands Godrej City,F70844654,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2021-06-18 00:00:00,Hyderabad,2 BHK Flat,akshaya farm project,G70879124,2,1,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,605,,500,302500
2019-01-18 00:00:00,Mumbai,2 BHK Flat,Ellora Emerald,U70484898,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2018-02-13 00:00:00,Mumbai,2 BHK Flat,Marathon Nexworld,U70813210,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2018-01-19 00:00:00,Mumbai,2 BHK Flat,Raunak City 4,F70764188,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2018-05-21 00:00:00,Gurgaon,2 BHK Flat,Yashika 104,V64715410,2,1,Freehold,Residential Apartment,North-East,Semifurnished,Under Construction,605,3720,3720,2250600
2018-06-27 00:00:00,Mumbai,3 BHK Flat,Tricity Montview,U70867726,3,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2019-08-20 00:00:00,Mumbai,4 BHK Flat,Vimal Classic,F69480310,4,2,Co-operative Society,Residential Apartment,West,Unfurnished,0-1 Year Old Property,605,,500,302500
2018-06-14 00:00:00,Kolkata,4 BHK Flat,Joyville Western Heights,J70685312,4,3,Leasehold,Residential Land,South-East,Semifurnished,1-5 Year Old Property,605,,500,302500
2019-07-04 00:00:00,Mumbai,5 BHK Flat,Tricity Montview,T70796648,5,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2019-05-18 00:00:00,Mumbai,3 BHK Flat,Gami and Jaydeep Elanza,C71006078,3,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,605,,500,302500
2017-08-17 00:00:00,Mumbai,1 BHK Flat,Godrej Nest,Y70667832,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,606,,500,303000
2017-11-16 00:00:00,Mumbai,5 BHK Flat,Piramal Revanta,A70720496,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,606,,500,303000
2019-04-06 00:00:00,Mumbai,1 BHK Flat,EV 10 Marina Bay,W71013408,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2019-07-02 00:00:00,Mumbai,1 BHK Flat,EV 10 Marina Bay,J70604206,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2019-07-03 00:00:00,Mumbai,1 BHK Flat,EV 10 Marina Bay,B70593828,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2018-04-11 00:00:00,Kolkata,1 BHK Flat,Realtech Nirman Bela,W70193544,1,1,Freehold,Residential Land,North,Furnished,1-5 Year Old Property,607,,500,303500
2018-01-18 00:00:00,Mumbai,1 BHK Flat,Runwal My City,V58705132,1,1,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,607,,500,303500
2019-05-21 00:00:00,Mumbai,1 BHK Flat,Shree Empire,V69786902,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2019-06-28 00:00:00,Mumbai,1 BHK Flat,Ssakash BOBE Chandralekha CHSL,I65466576,1,1,Co-operative Society,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2018-02-07 00:00:00,Mumbai,5 BHK Flat,EV 10 Marina Bay,N70847390,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2018-04-13 00:00:00,Kolkata,3 BHK Flat,Realtech Nirman Bela,Z70592728,3,3,Freehold,Residential Land,South-East,Semifurnished,1-5 Year Old Property,607,,500,303500
2019-07-25 00:00:00,Mumbai,4 BHK Flat,EV 10 Marina Bay,J67665706,4,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2017-07-19 00:00:00,Mumbai,3 BHK Flat,EV 10 Marina Bay,P70867718,3,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2019-08-14 00:00:00,Mumbai,4 BHK Flat,EV 10 Marina Bay,Q70468028,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2018-04-26 00:00:00,Mumbai,4 BHK Flat,Raunak City 2,L70088192,4,5,Leasehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,607,,500,303500
2019-08-07 00:00:00,Mumbai,5 BHK Flat,EV 10 Marina Bay,X70566054,5,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,607,,500,303500
2019-05-06 00:00:00,Mumbai,2 BHK Flat,Centrio NX by MJ Shah,G68170464,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,608,,500,304000
2017-08-24 00:00:00,Mumbai,4 BHK Flat,GBK Vishwajeet Empire NX,N70846220,4,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,608,,500,304000
2018-05-25 00:00:00,Mumbai,5 BHK Flat,Chetana Kailash Tower,C69203230,5,3,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,608,,500,304000
2018-04-05 00:00:00,Mumbai,1 BHK Flat,Sairama Signature,F70723752,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,609,,500,304500
2017-05-18 00:00:00,Kolkata,1 BHK Flat,The Soul,O70950920,1,1,Freehold,Residential Land,North,Furnished,Under Construction,609,,500,304500
2019-05-31 00:00:00,Mumbai,4 BHK Flat,Sairama Signature,F70726288,4,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,609,,500,304500
2018-05-24 00:00:00,Kolkata,3 BHK Flat,The Soul,J71414982,3,4,Freehold,Residential Land,North,Furnished,Under Construction,609,,500,304500
2018-06-11 00:00:00,Kolkata,4 BHK Flat,The Soul,V71097068,4,4,Freehold,Residential Land,North,Furnished,Under Construction,609,,500,304500
2021-06-03 00:00:00,Kolkata,3 BHK Flat,The Soul,W71306224,3,5,Leasehold,Residential Land,South-East,Semifurnished,1-5 Year Old Property,609,,500,304500
2017-12-04 00:00:00,Kolkata,1 BHK Flat,New Life,Z69338048,1,1,Freehold,Residential Land,South-West,Unfurnished,1-5 Year Old Property,610,,500,305000
2017-11-08 00:00:00,Mumbai,1 BHK Flat,Romell Serene,R69356024,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,610,,500,305000
2018-07-06 00:00:00,Kolkata,2 BHK Flat,Jai Ganesh Apartment(New Booking),S70582788,2,1,Freehold,Residential Land,North-East,Unfurnished,1-5 Year Old Property,610,,500,305000
2018-07-11 00:00:00,Mumbai,2 BHK Flat,Kanchan Janga CHS,H70946728,2,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,610,,500,305000
2017-11-27 00:00:00,Mumbai,2 BHK Flat,Qualcon Greenwood Estate,N70803822,2,1,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,610,,500,305000
2018-07-25 00:00:00,Mumbai,3 BHK Flat,Om shikhar,C70530532,3,2,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,610,,500,305000
2017-07-28 00:00:00,Kolkata,3 BHK Flat,Prithis Apartment,Q68407870,3,3,Freehold,Residential Land,South,Unfurnished,5-10 Year Old Property,610,,500,305000
2017-11-24 00:00:00,Kolkata,3 BHK Flat,Bengal DCL Malancha,D71061764,3,4,Leasehold,Residential Land,East,Furnished,1-5 Year Old Property,610,,500,305000
2018-05-22 00:00:00,Kolkata,3 BHK Flat,Bengal DCL Malancha,D70743154,3,4,Leasehold,Residential Land,West,Unfurnished,1-5 Year Old Property,610,,500,305000
2019-05-14 00:00:00,Mumbai,3 BHK Flat,SHANTI GARDENS 8 Park Lane,J70607352,3,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,610,,500,305000
2017-12-01 00:00:00,Mumbai,3 BHK Flat,Vaibhav Green Vista,O69923314,3,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,610,,500,305000
2019-06-19 00:00:00,Mumbai,4 BHK Flat,Kunal Developers Shree Govind Apartment,H30076461,4,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,610,,500,305000
2018-01-09 00:00:00,Mumbai,5 BHK Flat,nimihomes,X70173354,5,4,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,610,,500,305000
2018-09-03 00:00:00,Mumbai,5 BHK Flat,Raunak Bliss,M70743100,5,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,610,,500,305000
2019-01-12 00:00:00,Mumbai,3 BHK Flat,Casa Rio Gardenia,D70825096,3,5,Co-operative Society,Residential Apartment,South-East,Unfurnished,0-1 Year Old Property,610,,500,305000
2018-01-28 00:00:00,Mumbai,4 BHK Flat,Raunak Bliss,B69933622,4,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,610,,500,305000
2017-12-14 00:00:00,Mumbai,1 BHK Flat,L and T Rejuve 360,Q70720462,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,611,,500,305500
2017-12-08 00:00:00,Mumbai,1 BHK Flat,Runwal Pinnacle,J70720328,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,611,,500,305500
2017-06-08 00:00:00,Kolkata,2 BHK Flat,Om Constitution,H71081612,2,1,Freehold,Residential Land,East,Unfurnished,5-10 Year Old Property,611,,500,305500
2019-06-15 00:00:00,Mumbai,3 BHK Flat,Tridhaatu Morya,G70445212,3,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,611,,500,305500
2018-02-21 00:00:00,Mumbai,5 BHK Flat,Sheth Montana,K70720480,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,611,,500,305500
2019-08-09 00:00:00,Mumbai,4 BHK Flat,Zolo Saffron - gents PG,F51563230,4,5,Leasehold,Serviced Apartments,South,Furnished,0-1 Year Old Property,611,,500,305500
2017-09-26 00:00:00,Mumbai,5 BHK Flat,WMI Ashford Regal,S70720420,5,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,611,,500,305500
2019-07-25 00:00:00,Mumbai,2 BHK Flat,Kanakia Greenberg,A70280902,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,612,,500,306000
2018-08-20 00:00:00,Gurgaon,2 BHK Flat,Raheja Akshara,C70538614,2,1,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,612,45000,45000,27540000
2017-12-28 00:00:00,Mumbai,2 BHK Flat,Runwal My City,R60539666,2,1,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,612,,500,306000
2018-08-16 00:00:00,Mumbai,2 BHK Flat,Runwal My City,L61214790,2,1,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,612,,500,306000
2018-03-01 00:00:00,Mumbai,5 BHK Flat,Kanakia Greenberg,X70846956,5,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,612,,500,306000
2017-09-18 00:00:00,Kolkata,2 BHK Flat,Atri Surya Toron,U71005922,2,1,Freehold,Residential Land,North,Furnished,Under Construction,613,,500,306500
2017-09-28 00:00:00,Kolkata,2 BHK Flat,Riya Oxford Square,W69744268,2,1,Freehold,Residential Land,East,Unfurnished,1-5 Year Old Property,613,,500,306500
2018-03-05 00:00:00,Kolkata,4 BHK Flat,Atri Surya Toron,W68670536,4,2,Freehold,Residential Land,North,Furnished,Under Construction,613,,500,306500
2017-12-04 00:00:00,Kolkata,5 BHK Flat,Surya Toron,I65782722,5,2,Freehold,Residential Land,North,Unfurnished,Under Construction,613,,500,306500
2018-06-25 00:00:00,Kolkata,3 BHK Flat,Atri Surya Toron,T71149670,3,3,Freehold,Residential Land,North,Furnished,Under Construction,613,,500,306500
2017-11-23 00:00:00,Kolkata,3 BHK Flat,On Request,Y71105764,3,3,Freehold,Residential Land,East,Unfurnished,1-5 Year Old Property,613,,500,306500
2019-01-22 00:00:00,Mumbai,4 BHK Flat,Lodha Upper Thane,O63844024,4,4,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,613,,500,306500
